,Marka,Arac Tip Grubu,Arac Tip,Model Yıl,Yakıt Turu,Vites,CCM,Beygir Gucu,Renk,Kasa Tipi,Kimden,Durum,Km,Fiyat
2435,Ford,Focus,1.6 TDCi Trend X,2007.0,Dizel,Düz Vites,1301,100,Gri ,Sedan,Galeriden,2. El,220000,65500
2436,Ford,Focus,1.6 TDCi Trend X,2010.0,Dizel,Düz Vites,1301,100,Gümüş Gri ,Sedan,Galeriden,2. El,223000,59000
2437,Ford,Focus,1.6 TDCi Trend X,2013.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Sahibinden,2. El,212000,93750
2438,Ford,Mondeo,2.0 Selective,2012.0,Dizel,Düz Vites,1601,101,Beyaz ,Sedan,Galeriden,2. El,210707,135000
2439,Ford,Focus,1.5 TDCi Trend X,2015.0,Dizel,Otomatik Vites,1301,101,Bej ,Sedan,Galeriden,0 km,142886,125900
2440,Ford,Focus,1.0 EcoBoost GTDi ST Line,2016.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Galeriden,2. El,78000,138750
2441,Ford,Festiva,"1.3
",1994.0,Benzin/LPG,Düz Vites,1301,51,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,232000,17000
2443,Ford,Focus,1.6 Titanium,2009.0,Benzin/LPG,Düz Vites,1301,101,Mor ,Hatchback 5 Kapı,Galeriden,2. El,242000,66900
2444,Ford,Fiesta,1.4 TDCi Comfort,2007.0,Dizel,Düz Vites,1301,76,Füme ,Hatchback 5 Kapı,Galeriden,2. El,220000,46500
2445,Ford,Focus,1.6 Ghia,2003.0,Benzin/LPG,Düz Vites,1601,76,Yeşil ,Sedan,Galeriden,2. El,240,48500
2446,Ford,Focus,1.6 TDCi Trend X,2016.0,Dizel,Düz Vites,1301,100,Beyaz ,Sedan,Sahibinden,2. El,97000,125500
2447,Ford,Focus,1.6 Trend X,2015.0,Dizel,Düz Vites,3001,76,Beyaz ,Sedan,Galeriden,2. El,130000,118900
2449,Ford,Fiesta,1.6 TDCi Titanium,2013.0,Dizel,Düz Vites,1301,100,Beyaz ,Sedan,Yetkili,0 km,87067,91900
2450,Ford,Fusion,1.6 Lux,2005.0,Benzin/LPG,Düz Vites,1301,76,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,260000,49999
2451,Ford,Focus,1.6 TDCi Trend X,2016.0,Dizel,Düz Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,76750,133000
2453,Ford,Focus,1.6 TDCi Titanium,2012.0,Dizel,Düz Vites,1301,101,Diğer ,Sedan,Sahibinden,2. El,113000,115000
2454,Ford,Focus,1.6 Collection,2010.0,Benzin/LPG,Düz Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,168000,70000
2455,Ford,Focus,1.5 TDCi Trend X,2015.0,Dizel,Otomatik Vites,1301,101,Gümüş Gri ,Sedan,Galeriden,2. El,122000,132500
2456,Ford,Focus,1.6 TDCi Trend,2006.0,Dizel,Düz Vites,1301,101,Gri ,Sedan,Galeriden,2. El,227000,51000
2457,Ford,Fiesta,1.5 TDCi Trend X,2014.0,Dizel,Düz Vites,1301,51,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,90000,88500
2458,Ford,Focus,1.6 Collection,2011.0,Dizel,Düz Vites,1300,100,Gri ,Sedan,Sahibinden,2. El,132700,86000
2459,Ford,Focus,1.6 TDCi Titanium X,2011.0,Dizel,Düz Vites,1301,101,Gri ,Sedan,Galeriden,2. El,226000,68750
2460,Ford,Focus,1.6 TDCi Trend X,2011.0,Dizel,Düz Vites,1601,126,Gümüş Gri ,Sedan,Galeriden,2. El,230,73000
2461,Ford,Focus,1.6 TDCi Titanium,2013.0,Dizel,Düz Vites,1601,126,Gümüş Gri ,Sedan,Galeriden,2. El,200,98500
2462,Ford,Focus,1.6 SCTi Trend,2011.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Sahibinden,2. El,225000,67750
2463,Ford,Fiesta,1.4 TDCi Trend,2011.0,Dizel,Düz Vites,1301,76,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,132000,66500
2464,Ford,Focus,1.6 TDCi Trend,2006.0,Dizel,Düz Vites,1601,101,Beyaz ,Sedan,Sahibinden,2. El,230000,60000
2465,Ford,Focus,1.6 TDCi Trend,2006.0,Dizel,Düz Vites,1601,101,Gri ,Sedan,Sahibinden,2. El,305000,49500
2466,Ford,Mondeo,1.6 Selective,2011.0,Benzin,Düz Vites,1601,151,Kum Rengi ,Sedan,Galeriden,2. El,118000,101000
2467,Ford,Focus,1.6 Ti-VCT Trend X,2013.0,Benzin/LPG,Düz Vites,1601,101,Füme ,Hatchback 5 Kapı,Sahibinden,2. El,70000,111890
2468,Ford,Focus,1.6 TDCi Trend,2006.0,Dizel,Düz Vites,1301,101,Gümüş Gri ,Sedan,Galeriden,2. El,300000,62000
2469,Ford,Focus,1.6 TDCi Trend X,2017.0,Dizel,Düz Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,84000,137000
2470,Ford,Focus,1.6 TDCi Trend X,2017.0,Dizel,Düz Vites,1601,126,Beyaz ,Sedan,Galeriden,2. El,65000,139000
2471,Ford,Focus,1.5 TDCi Trend X,2017.0,Dizel,Yarı Otomatik Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,108000,131500
2473,Ford,Focus,1.6 TDCi Trend X,2017.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Sahibinden,2. El,94000,136000
2474,Ford,Mondeo,2.0 TDCi Trend,2008.0,Dizel,Yarı Otomatik Vites,1801,126,Gri ,Sedan,Galeriden,2. El,290000,62500
2475,Ford,Fiesta,1.4 Titanium,2009.0,Dizel,Düz Vites,1301,76,Bordo ,Hatchback 5 Kapı,Galeriden,2. El,170000,55000
2476,Ford,Mondeo,2.0 TDCi Titanium,2009.0,Dizel,Otomatik Vites,1801,126,Siyah ,Sedan,Galeriden,2. El,300000,64950
2477,Ford,Fiesta,1.25 My Fiesta,2012.0,Benzin,Düz Vites,1300,76,Füme ,Hatchback 5 Kapı,Galeriden,2. El,151000,61500
2478,Ford,C-Max,1.6 TDCi Titanium X,2011.0,Dizel,Düz Vites,1601,101,Beyaz ,MPV,Galeriden,2. El,287000,80000
2479,Ford,Fiesta,1.4 Titanium X ,2011.0,Benzin,Düz Vites,1301,100,Bordo ,Hatchback 5 Kapı,Galeriden,2. El,188000,69950
2480,Ford,Fiesta,1.4 Titanium X ,2011.0,Benzin,Düz Vites,1301,76,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,49750,87000
2483,Ford,C-Max,1.5 TDCi Trend,2018.0,Dizel,Otomatik Vites,1301,101,Beyaz ,MPV,Galeriden,2. El,42000,178500
2484,Ford,Focus,1.6 TDCi Trend X,2016.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Galeriden,2. El,90000,124750
2487,Ford,Focus,1.6 Ghia Otm.,2002.0,Benzin/LPG,Otomatik Vites,1301,101,Gümüş Gri ,Sedan,Sahibinden,2. El,291000,46900
2488,Ford,Escort,1.6 CLX,1996.0,Benzin/LPG,Düz Vites,1601,126,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,140000,26000
2489,Ford,Focus,1.6 TDCi Collection,2006.0,Dizel,Düz Vites,1601,101,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,206000,61500
2490,Ford,Focus,1.6 TDCi Trend X,2017.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Sahibinden,2. El,52000,138900
2492,Ford,Fiesta,1.0 GDi Titanium,2017.0,Benzin,Otomatik Vites,1300,101,Turkuaz ,Hatchback 5 Kapı,Sahibinden,2. El,10500,120000
2493,Ford,Fiesta,1.4 TDCi Titanium X ,2011.0,Dizel,Düz Vites,1300,51,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,153000,70000
2494,Ford,Mondeo,2.0 Ghia,2001.0,Benzin/LPG,Düz Vites,1801,101,Gümüş Gri ,Sedan,Galeriden,2. El,365000,38500
2495,Ford,Fiesta,1.4 TDCi Trend,2012.0,Dizel,Düz Vites,1601,76,Gri ,Hatchback 5 Kapı,Galeriden,2. El,162000,61250
2496,Ford,Focus,1.6 TDCi Trend X,2011.0,Dizel,Düz Vites,1301,100,Gümüş Gri ,Sedan,Galeriden,2. El,244000,71000
2497,Ford,Focus,1.6 TDCi Titanium X,2011.0,Dizel,Düz Vites,1301,101,Siyah ,Sedan,Galeriden,2. El,252000,84000
2498,Ford,Focus,1.5 TDCi Trend X,2018.0,Dizel,Düz Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,55000,125500
2499,Ford,Focus,1.5 TDCi Trend X,2015.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,117000,100000
2500,Ford,Fiesta,1.4 Titanium X ,2014.0,Benzin/LPG,Düz Vites,1301,76,Füme ,Hatchback 5 Kapı,Sahibinden,2. El,114000,122500
2501,Ford,Escort,1.6 CLX,1994.0,Benzin/LPG,Düz Vites,1301,76,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,173,22750
2502,Ford,Focus,1.6 TDCi Collection,2011.0,Dizel,Düz Vites,1301,101,Gümüş Gri ,Sedan,Galeriden,2. El,202000,81500
2504,Ford,Focus,1.6 Collection,2011.0,Dizel,Düz Vites,1301,101,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,80000,92500
2505,Ford,Focus,1.6 TDCi Titanium,2012.0,Dizel,Düz Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,102000,117000
2514,Ford,Fiesta,1.4 Titanium,2011.0,Benzin/LPG,Düz Vites,1301,76,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,188000,52000
2515,Ford,Focus,1.6 Collection,2011.0,Benzin/LPG,Düz Vites,1301,100,Gümüş Gri ,Sedan,Galeriden,2. El,140000,85350
2516,Ford,Focus,1.6 TDCi Trend X,2017.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Galeriden,2. El,96000,124900
2517,Ford,Focus,1.6 Ti-VCT Trend X,2013.0,Benzin,Düz Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,168000,80000
2518,Ford,Focus,1.6 Comfort,2011.0,Benzin/LPG,Düz Vites,1301,100,Gri ,Sedan,Sahibinden,2. El,150000,84500
2519,Ford,Fiesta,1.5 TDCi Titanium,2013.0,Dizel,Düz Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,136000,83500
2520,Ford,Escort,1.6 CLX,1997.0,Benzin/LPG,Düz Vites,1301,76,Kırmızı ,Sedan,Galeriden,2. El,96000,21500
2521,Ford,Focus,1.6 TDCi Trend X,2015.0,Dizel,Düz Vites,1601,101,Beyaz ,Sedan,Galeriden,2. El,106,135000
2522,Ford,Focus,1.6 TDCi Trend,2012.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Sahibinden,2. El,164000,97000
2523,Ford,Fiesta,1.4 Titanium X ,2012.0,Benzin/LPG,Düz Vites,1301,101,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,101000,85000
2524,Ford,Escort,1.8 CLX,1997.0,Benzin,Düz Vites,1601,101,Yeşil ,Sedan,Galeriden,2. El,87000,22900
2525,Ford,Focus,1.5 TDCi Trend X,2016.0,Dizel,Otomatik Vites,1301,101,Diğer ,Diğer,Yetkili,0 km,80387,136250
2536,Ford,Focus,1.6 Ti-VCT Trend X,2012.0,Benzin/LPG,Otomatik Vites,1301,101,Gri ,Sedan,Sahibinden,2. El,59900,103000
2538,Ford,Mondeo,1.6 Ghia,2003.0,Benzin/LPG,Otomatik Vites,1801,126,Bal Rengi ,Sedan,Galeriden,2. El,220000,42250
2539,Ford,Focus,1.6 Comfort,2003.0,Benzin/LPG,Düz Vites,1301,76,Gri ,Sedan,Sahibinden,2. El,188200,55000
2540,Ford,Focus,1.6 Titanium,2009.0,Benzin/LPG,Düz Vites,1301,101,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,109000,95000
2543,Ford,Focus,1.8 TDCi Comfort,2004.0,Dizel,Düz Vites,1601,76,Mavi ,Station Wagon,Sahibinden,2. El,163000,58000
2544,Ford,Focus,1.6 TDCi Ghia,2008.0,Dizel,Düz Vites,1601,101,Siyah ,Sedan,Sahibinden,2. El,227000,60250
2546,Ford,Fiesta,1.5 TDCi Titanium X ,2014.0,Dizel,Düz Vites,1301,76,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,143000,94500
2547,Ford,Focus,1.6 TDCi Trend X,2013.0,Dizel,Düz Vites,1601,101,Beyaz ,Sedan,Sahibinden,2. El,315000,81000
2548,Ford,Focus,1.6 TDCi Trend X,2015.0,Dizel,Düz Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,184000,105000
2550,Ford,Focus,1.6 TDCi Titanium,2015.0,Dizel,Düz Vites,1301,76,Gri ,Sedan,Sahibinden,2. El,152000,132000
2551,Ford,Focus,1.6 TDCi Titanium X,2012.0,Dizel,Düz Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,242000,95750
2553,Ford,Fiesta,1.4 TDCi Comfort,2008.0,Dizel,Düz Vites,1301,76,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,225000,39500
2554,Ford,Mondeo,2.0 TDCi Trend,2006.0,Dizel,Düz Vites,1801,101,Mavi ,Sedan,Sahibinden,2. El,202000,51000
2555,Ford,Mondeo,1.6 Trend,2009.0,Benzin/LPG,Düz Vites,1601,101,Gümüş Gri ,Sedan,Sahibinden,2. El,264900,65500
2556,Ford,Fiesta,1.25 Flair,1998.0,Benzin,Düz Vites,1300,101,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,94700,23250
2557,Ford,Fiesta,1.4 TDCi Comfort,2006.0,Dizel,Düz Vites,1301,51,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,247000,39750
2558,Ford,Kuga,2.0 TDCi Titanium,2012.0,Dizel,Otomatik Vites,1801,126,Gümüş Gri ,Crossover,Galeriden,2. El,220000,130000
2559,Ford,Focus,1.5 TDCi Trend X,2017.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,90000,100500
2560,Ford,Focus,1.5 TDCi Style,2018.0,Dizel,Düz Vites,1301,101,Gümüş Gri ,Diğer,Yetkili,0 km,10408,164750
2562,Ford,Mondeo,1.6 Selective,2010.0,Benzin/LPG,Düz Vites,1301,101,Siyah ,Sedan,Sahibinden,2. El,113500,96000
2564,Ford,Focus,1.6 TDCi Titanium,2011.0,Dizel,Düz Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,269000,65000
2565,Ford,Escort,1.6 CLX,1999.0,Benzin/LPG,Düz Vites,1301,76,Gümüş ,Sedan,Galeriden,2. El,75000,19500
2566,Ford,Focus,1.5 TDCi Style,2018.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,50000,165000
2568,Ford,Focus,1.6 TDCi Trend X,2015.0,Dizel,Düz Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,104000,114000
2570,Ford,Focus,1.5 TDCi Trend X,2016.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,170,127000
2571,Ford,Focus,1.5 TDCi Trend X,2016.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,170,125000
2572,Ford,Fiesta,1.4 TDCi Trend,2009.0,Dizel,Düz Vites,1301,51,Bordo ,Hatchback 5 Kapı,Sahibinden,2. El,135000,60000
2573,Ford,Mondeo,2.0 Selective,2011.0,Benzin,Otomatik Vites,1801,226,Siyah ,Station Wagon,Galeriden,2. El,148000,125000
2574,Ford,Focus,1.6 Trend,2009.0,Benzin/LPG,Düz Vites,1301,76,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,153000,71500
2575,Ford,Mondeo,2.0 Ghia,2000.0,Benzin/LPG,Düz Vites,1801,76,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,285000,26999
2576,Ford,Focus,1.6 TDCi Trend X,2016.0,Dizel,Düz Vites,1601,101,Beyaz ,Sedan,Galeriden,2. El,133000,122000
2577,Ford,Focus,1.6 TDCi Collection,2011.0,Dizel,Düz Vites,1301,101,Gümüş Gri ,Sedan,Sahibinden,2. El,145500,63900
2584,Ford,Focus,1.6 Ti-VCT Trend X,2014.0,Benzin,Düz Vites,1601,101,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,6700,115750
2585,Ford,Focus,1.6 TDCi Trend X,2017.0,Dizel,Düz Vites,1601,76,Beyaz ,Sedan,Sahibinden,2. El,100000,114000
2586,Ford,C-Max,1.6 Ghia,2004.0,Dizel,Düz Vites,1301,101,Yeşil ,Hatchback 5 Kapı,Sahibinden,2. El,250000,63000
2587,Ford,Focus,1.6 TDCi Style,2013.0,Dizel,Düz Vites,1601,101,Beyaz ,Sedan,Sahibinden,2. El,165000,99000
2588,Ford,Mondeo,2.0 Ghia X,1998.0,Benzin/LPG,Düz Vites,1801,176,Yeşil ,Sedan,Galeriden,2. El,267000,25500
2590,Ford,Focus,1.6 TDCi Style,2015.0,Dizel,Düz Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,47000,96000
2591,Ford,Focus,"1.6 TDCi
",2012.0,Dizel,Düz Vites,1301,76,Gri ,Sedan,Sahibinden,2. El,120000,100000
2594,Ford,Focus,"1.6
",1999.0,Benzin/LPG,Düz Vites,1301,76,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,217500,33750
2595,Ford,Galaxy,2.0 Trend,1996.0,Benzin,Düz Vites,1801,126,Bordo ,Diğer,Galeriden,2. El,395000,41250
2596,Ford,Focus,1.6 TDCi Style,2013.0,Dizel,Düz Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,165000,99000
2597,Ford,Kuga,1.5 TDCI Titanium,2018.0,Dizel,Otomatik Vites,2001,101,Beyaz ,Arazi Aracı,Galeriden,2. El,62000,217000
2605,Ford,Mondeo,2.0 Ghia,1997.0,Benzin,Düz Vites,1801,126,Mavi ,Sedan,Sahibinden,2. El,390000,28250
2606,Ford,Focus,1.5 TDCi Trend X,2016.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,147000,138500
2608,Ford,Fiesta,1.6 Trend X,2015.0,Benzin/LPG,Otomatik Vites,1301,101,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,68000,108500
2611,Ford,Focus,1.5 TDCi Titanium,2017.0,Dizel,Otomatik Vites,1601,126,Siyah ,Sedan,Galeriden,2. El,57000,135750
2612,Ford,Fiesta,"1.4
",2012.0,Benzin/LPG,Otomatik Vites,1301,76,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,106000,90000
2613,Ford,Focus,1.6 TDCi Trend X,2014.0,Dizel,Düz Vites,1601,101,Gümüş Gri ,Sedan,Sahibinden,2. El,143000,109000
2614,Ford,Focus,1.6 Ghia Otm.,2002.0,Benzin/LPG,Otomatik Vites,1601,101,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,227000,49600
2769,Ford,Fiesta,1.4 TDCi Titanium,2010.0,Dizel,Düz Vites,1301,51,Füme ,Hatchback 5 Kapı,Galeriden,2. El,159560,63000
2890,Ford,Focus,1.6 Ghia,2003.0,Benzin/LPG,Düz Vites,1301,101,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,220000,42500
2891,Ford,Focus,1.8 Comfort,2004.0,Dizel,Düz Vites,1601,101,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,320000,40000
2892,Ford,Mondeo,"2.0 TDCi
",2011.0,Dizel,Otomatik Vites,1801,126,Siyah ,Sedan,Sahibinden,2. El,227000,101900
2893,Ford,Fiesta,1.5 TDCi Trend X,2014.0,Dizel,Düz Vites,1301,51,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,139800,81250
2894,Ford,Focus,1.6 Ghia Otm.,2006.0,Dizel,Otomatik Vites,1301,101,Gümüş Gri ,Sedan,Galeriden,2. El,227000,58000
2895,Ford,C-Max,1.6 TDCi Trend,2006.0,Dizel,Otomatik Vites,1301,101,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,200000,62000
2896,Ford,Focus,1.6 Ti-VCT Titanium X,2013.0,Benzin/LPG,Yarı Otomatik Vites,1301,101,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,133500,110000
2897,Ford,Focus,1.6 TDCi Trend,2007.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,192000,76700
2898,Ford,Fiesta,1.6 Titanium X,2016.0,Benzin,Yarı Otomatik Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,25000,118000
2899,Ford,Escort,1.6 CL,1998.0,Benzin/LPG,Düz Vites,1301,76,Mavi ,Sedan,Sahibinden,2. El,153000,17500
2900,Ford,Focus,1.6 Ti-VCT Titanium X,2013.0,Benzin/LPG,Yarı Otomatik Vites,1301,101,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,131500,103000
2902,Ford,Focus,1.6 Ghia,2001.0,Benzin/LPG,Düz Vites,1301,101,Yeşil ,Sedan,Sahibinden,2. El,218000,44750
2903,Ford,Fiesta,1.4 TDCi Titanium,2012.0,Dizel,Düz Vites,1301,51,Kahverengi ,Hatchback 5 Kapı,Sahibinden,2. El,136000,70750
2904,Ford,Focus,1.5 TDCi Trend X,2018.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,86000,146750
2905,Ford,Focus,1.6 Trend X,2017.0,Benzin/LPG,Otomatik Vites,1601,101,Gümüş Gri ,Sedan,Sahibinden,2. El,57000,136000
2906,Ford,Fiesta,1.6 Ti-VCT Trend X,2016.0,Benzin/LPG,Otomatik Vites,1601,76,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,96000,98750
2907,Ford,Mondeo,2.0 GLX,1998.0,Benzin/LPG,Düz Vites,1801,126,Bordo ,Sedan,Sahibinden,2. El,211000,26500
2908,Ford,Ka,1.3,1999.0,Benzin,Düz Vites,1300,51,Mavi ,Hatchback 3 Kapı,Sahibinden,2. El,85000,18250
2910,Ford,Mondeo,1.6 Titanium,2008.0,Benzin/LPG,Düz Vites,1301,101,Gri ,Sedan,Sahibinden,2. El,197000,81000
2911,Ford,Focus,1.6 TDCi Style,2011.0,Dizel,Düz Vites,1301,101,Kırmızı ,Sedan,Sahibinden,2. El,179500,83000
2912,Ford,Fiesta,1.4 TDCi Sport,2006.0,Dizel,Düz Vites,1301,51,Beyaz ,Hatchback 3 Kapı,Galeriden,2. El,338000,26500
2913,Ford,Fiesta,1.4 Comfort,2005.0,Dizel,Düz Vites,1301,51,Lacivert ,Hatchback 5 Kapı,Sahibinden,2. El,220000,41000
2914,Ford,Focus,1.6 TDCi Titanium,2011.0,Dizel,Düz Vites,1301,101,Gümüş Gri ,Sedan,Sahibinden,2. El,204450,67500
2915,Ford,Fiesta,1.4 TDCi Titanium X ,2011.0,Dizel,Düz Vites,1301,51,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,156500,65000
2917,Ford,Focus,1.6 TDCi Trend X,2016.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Sahibinden,2. El,84000,88500
2918,Ford,Mondeo,1.6 Titanium,2008.0,Benzin/LPG,Düz Vites,1301,101,Füme ,Sedan,Sahibinden,2. El,355000,60000
2919,Ford,Focus,"1.6 Ti-VCT
",2015.0,Benzin,Düz Vites,1301,126,Beyaz ,Sedan,Sahibinden,2. El,15000,120000
2920,Ford,Mondeo,1.5 Ecoboost Titanium ,2015.0,Benzin,Yarı Otomatik Vites,1301,151,Füme ,Station Wagon,Galeriden,2. El,178000,172000
2922,Ford,Fiesta,"1.4
",2006.0,Dizel,Düz Vites,1301,76,Beyaz ,Hatchback 3 Kapı,Galeriden,2. El,290000,21000
2923,Ford,Focus,1.6 TDCi Titanium,2012.0,Dizel,Düz Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,131000,113500
2925,Ford,Fiesta,1.4 Titanium X ,2012.0,Benzin,Düz Vites,1301,76,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,93750,62750
2926,Ford,Focus,1.5 TDCi Trend X,2015.0,Dizel,Otomatik Vites,1301,101,Gümüş Gri ,Sedan,Galeriden,2. El,125000,128500
2927,Ford,Fiesta,1.5 TDCi Trend X,2016.0,Dizel,Düz Vites,1301,51,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,96000,93750
2928,Ford,Fiesta,1.4 Titanium,2013.0,Benzin/LPG,Düz Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,182000,85000
2929,Ford,Focus,1.5 TDCi Titanium,2015.0,Dizel,Düz Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,79000,116000
2931,Ford,Focus,1.6 TDCi Titanium,2010.0,Dizel,Düz Vites,1301,101,Gümüş Gri ,Sedan,Galeriden,2. El,360000,80000
2934,Ford,Focus,1.6 TDCi Trend X,2013.0,Dizel,Düz Vites,1301,76,Gri ,Sedan,Sahibinden,2. El,97270,102500
